单词,音标,释义,词根
close-minded,/'kləuz-'maɪndɪd/,adj. 思想保守的,-clud- = -clus- = -clos- = -clois- = -claus- = -clot-
close-quarters,/'kləuz-'kwɔtə(r)z/,n. 近距离,-clud- = -clus- = -clos- = -clois- = -claus- = -clot-
close-end,/'kləuz-end/,n. 固定金额,-clud- = -clus- = -clos- = -clois- = -claus- = -clot-
close-mouthed,/‚kləʊs'maʊð d/,adj. 守口如瓶的； （对某事）保持沉默的,-clud- = -clus- = -clos- = -clois- = -claus- = -clot-
closed-door,/'kləuzd'dɔ:/,adj. 非公开的,-clud- = -clus- = -clos- = -clois- = -claus- = -clot-
closed-end,/'kləuzd'end/,adj. 资本额固定的；闭锁式的,-clud- = -clus- = -clos- = -clois- = -claus- = -clot-
closed-loop,/'kləuzdlu:p/,n. 封闭环，闭合回路,-clud- = -clus- = -clos- = -clois- = -claus- = -clot-
closed-ended,/'kləuzd-endid/,adj. 封闭端的；封闭式的,-clud- = -clus- = -clos- = -clois- = -claus- = -clot-
closed-cell,/'kləuzd-sel/,n.闭路电池,-clud- = -clus- = -clos- = -clois- = -claus- = -clot-
closed-minded,/'kləuzd-'maɪndɪd/,adj. 思想保守的；有成见的,-clud- = -clus- = -clos- = -clois- = -claus- = -clot-
closed-off,/'kləuzd-ɒf/,n. 封锁；隔绝；使隔离；结帐,-clud- = -clus- = -clos- = -clois- = -claus- = -clot-
closed-in,/kləʊz'ɪn/,adj. 近战的；接近中心的,-clud- = -clus- = -clos- = -clois- = -claus- = -clot-
up-close,/ʌp-'kləuz/,adj. 在很近距离内的,-clud- = -clus- = -clos- = -clois- = -claus- = -clot-
act,/ækt/,vt. 扮演；装作，举动像 vi. 行动；扮演，充当；表现，举止；假装，演戏；起作用，见效,-ag- = -act- = -ig-
actor,/'æktə/,n. 演员,-ag- = -act- = -ig-
actress,/'æktrɪs/,n. 女演员,-ag- = -act- = -ig-
acting,/'æktɪŋ/,adj. 代理的，临时的,-ag- = -act- = -ig-
action,/'ækʃ(ə)n/,n. 行动，行为,-ag- = -act- = -ig-
actionable,/'ækʃ(ə)nəb(ə)l/,adj. 可控告的；可提起诉讼的,-ag- = -act- = -ig-
active,/'æktɪv/,adj. 积极的；活跃的,-ag- = -act- = -ig-
actively,/'æktivli/,adv. 积极地；活跃地,-ag- = -act- = -ig-
activity,/æk'tɪvɪtɪ/,n. 活动,-ag- = -act- = -ig-
activist,/'æktɪvɪst/,n. 行动主义者,-ag- = -act- = -ig-
activism,/'æktɪvɪz(ə)m/,n. 行动主义；激进主义,-ag- = -act- = -ig-
activate,/'æktɪveɪt/,vt. 刺激；使活动；使活泼；使产生放射性 vi. 激活；有活力,-ag- = -act- = -ig-
activator,/'æktɪveɪtə/,n. 催化剂；[助剂] 活化剂；[助剂] 激活剂；触媒剂,-ag- = -act- = -ig-
activation,"/,æktɪ'veɪʃən/",n. [电子][物] 激活；活化作用,-ag- = -act- = -ig-
activated,/'æktɪveɪtɪd/,adj. 活性化的；活泼的,-ag- = -act- = -ig-
inaction,/ɪn'ækʃ(ə)n/,n. 不活动，无行为,-ag- = -act- = -ig-
inactive,/ɪn'æktɪv/,adj. 不活动的，无行为的,-ag- = -act- = -ig-
inactivity,"/,ɪnæk'tɪvɪtɪ/",n. 静止；不活泼；休止状态；不放射性,-ag- = -act- = -ig-
inactivate,/ɪn'æktɪveɪt/,vt. 使无法活动,-ag- = -act- = -ig-
inactivated,/ɪn'æktɪveɪtɪd/,adj. 灭活的,-ag- = -act- = -ig-
inactivation,"/in,ækti'veiʃən/",n. [生物] 失活；[化学] 钝化（作用）,-ag- = -act- = -ig-
overact,/əʊvər'ækt/,vt. 将…表演得过火；行动过火 vi. 夸张表演；表演过火,-ag- = -act- = -ig-
overactive,"/,ovɚ'æktɪv/",adj. 过于活跃的；活跃得不正常的,-ag- = -act- = -ig-
actinic,/æk'tɪnɪk/,adj. 化学线作用的；化学线的,-ag- = -act- = -ig-
counteract,/kaʊntər'ækt/,vt. 抵消；中和；阻碍,-ag- = -act- = -ig-
counteraction,"/,kaʊntɚ'ækʃən/",n. 中和；反对的行动；抵抗；反动,-ag- = -act- = -ig-
retroactive,/retrəʊ'æktɪv/,adj. 追溯的；有追溯效力的；反动的,-ag- = -act- = -ig-
retroactively,"/,rɛtro'æktɪvli/",adv. 追溯地；逆动地,-ag- = -act- = -ig-
retroactivity,"/,rɛtroæk'tɪvɪti/",n. 追溯既往；追溯效力,-ag- = -act- = -ig-
proactive,/prəʊ'æktɪv/,adj. 前摄的（前一活动中的因素对后一活动造成影响的） ；有前瞻性的,-ag- = -act- = -ig-
proactively,/prəʊ'æktɪvli/,adv. 前摄地；主动地,-ag- = -act- = -ig-
hyperactive,/haɪpər'æktɪv/,adj. 极度活跃的；活动过度的,-ag- = -act- = -ig-
hyperactivity,"/,haɪpəræk'tɪvəti/",n. 极度活跃；活动过度,-ag- = -act- = -ig-
deactivate,/diː'æktɪveɪt/,vt. 使无效；使不活动；遣散；复员,-ag- = -act- = -ig-
deactivation,"/di:,ækti'veiʃən/",n. [物化] 减活化作用；钝化作用,-ag- = -act- = -ig-
playact,/'pleɪækt/,vi. 做作；演戏；假装 vt. 表演；演出,-ag- = -act- = -ig-
bioactive,"/,baɪo'æktɪv/",adj. 生物活性的，对活质起作用的,-ag- = -act- = -ig-
psychoactive,/saɪkəʊ'æktɪv/,adj. 影响心理状态的；作用于精神的,-ag- = -act- = -ig-
underactive,"/,ʌndə'æktɪv/",adj. (甲状腺或肾上腺)不够活跃的,-ag- = -act- = -ig-
one-act,/wʌn-ækt/,n. 一幕；一个举动,-ag- = -act- = -ig-
three-act,/'θri:ækt/,adj. 三幕的,-ag- = -act- = -ig-
play-act,/'pleɪækt/,vi. 做作；演戏；假装 vt. 表演；演出,-ag- = -act- = -ig-
bolt-action,"/'bəulæk,ʃən/",adj. 直动式枪机的,-ag- = -act- = -ig-
political-action,/pə'lɪtɪk(ə)l-'ækʃ(ə)n/,n. 政治行动,-ag- = -act- = -ig-
class-action,/klɑːs-'ækʃ(ə)n/,n. 集体诉讼,-ag- = -act- = -ig-
live-action,"/laiv-æk,ʃən/",n. (与动画等相区别的)真人(或实景)电影,-ag- = -act- = -ig-
after-action,/'ɑːftə-'ækʃ(ə)n/,n. 后作用,-ag- = -act- = -ig-
pump-action,/pʌmp-'ækʃ(ə)n/,n. 压动式枪机,-ag- = -act- = -ig-
single-action,/'sɪŋg(ə)l-'ækʃ(ə)n/,n. (枪支)单动击发,-ag- = -act- = -ig-
double-action,/'dʌbl'ækʃən/,n. 双动，复动式；黑漆双弹簧铰链,-ag- = -act- = -ig-
non-action,/nɔn-'ækʃ(ə)n/,n. 无为；不作为,-ag- = -act- = -ig-
lever-action,/'liːvə-'ækʃ(ə)n/,n. [力] 杠杆作用,-ag- = -act- = -ig-
fast-acting,/fɑːst-æktɪŋ/,adj. 快速的 n. 快速作用；快断,-ag- = -act- = -ig-
long-acting,"/'lɔŋ,æktɪŋ/",adj. [药] 长效的,-ag- = -act- = -ig-
short-acting,"/ʃɔːt,æktɪŋ/",adj. [药] 短效的,-ag- = -act- = -ig-
slow-acting,"/sləʊ,æktɪŋ/",慢转的；延迟动作,-ag- = -act- = -ig-
still-active,/stɪl-'æktɪv/,adj. 仍然活跃的,-ag- = -act- = -ig-
best-actor,/best-'æktə/,n. 最佳男主角；最佳男演员,-ag- = -act- = -ig-
best-actress,/best-'æktrɪs/,n. 最佳女主角；最佳女演员,-ag- = -act- = -ig-
active-duty,/'æktɪv-'djuːtɪ/,n. [美国英语] 现役 [亦作 active service],-ag- = -act- = -ig-
activity-based,/ækˈtɪvətɪ-beɪst/,n. 基于活动 作业成本法 基础 制度,-ag- = -act- = -ig-
action-packed,/'ækʃənpækt/,adj. 内容丰富有趣的；令人激动的,-ag- = -act- = -ig-
voice-activated,/'vɔis'æktiveitid/,adj. 声控的；通过声音启动的,-ag- = -act- = -ig-
actual,/'æktʃʊəl/,adj. 实际的，事实上的,-ag- = -act- = -ig-
actually,/'æktjʊəlɪ/,adv. 实际上，事实上,-ag- = -act- = -ig-
actuality,/æktjʊ'ælɪtɪ/,n. 现状；现实；事实,-ag- = -act- = -ig-
actualize,/'æktjʊəlaɪz/,vt. 实施，实行；实现,-ag- = -act- = -ig-
actualization,"/,æktʃʊəlaɪ'zeɪʃən/",n. 实现；现实化,-ag- = -act- = -ig-
self-actualization,"/'sɛlf,æktjʊəlɪ'zeɪʃən/",n. 自我实现,-ag- = -act- = -ig-
self-actualized,/'æktjʊəlaɪzɪd/,adj. 自我实现的；自我实践的,-ag- = -act- = -ig-
actuate,/'æktʃʊeɪt/,vt. 开动（机器等） ；促使，驱使；激励（人等）,-ag- = -act- = -ig-
actuator,/'æktjʊeɪtə/,n. [自] 执行机构；激励者；促动器,-ag- = -act- = -ig-
actuation,"/,æktjʊ'eɪʃən/",n. 冲动，驱使；刺激；行动,-ag- = -act- = -ig-
actuary,/'æktʃʊərɪ/,n. [保险] 保险计算员；保险精算师,-ag- = -act- = -ig-
actuarial,"/,æktjʊ'eərɪəl/",adj. [保险] 保险精算的；[保险] 保险统计的,-ag- = -act- = -ig-
react,/rɪ'ækt/,[rɪ'ækt] vi. 反应； 影响； 反抗 vt. 使发生相互作用； 使起化学反应,-ag- = -act- = -ig-
reaction,/rɪ'ækʃ(ə)n/,n. 反应，感应；反动，复古；反作用,-ag- = -act- = -ig-
reactor,/rɪ'æktə/,n. [化工] 反应器；[核] 反应堆；起反应的人,-ag- = -act- = -ig-
reactive,/rɪ'æktɪv/,adj. 反应的；电抗的；反动的,-ag- = -act- = -ig-
reactivity,"/,riæk'tɪvɪti/",n. 反应；反动,-ag- = -act- = -ig-
reactivate,/rɪ'æktɪveɪt/,vt. 使恢复活动；使恢复现役；使再开工 vi. 再度活动；使恢复活力,-ag- = -act- = -ig-
reactivation,/ri(:)ækti'veiʃən/,n. [物化] 再活化；再生；复能的情况；[核] 重激活,-ag- = -act- = -ig-
reactionary,/rɪ'ækʃ(ə)n(ə)rɪ/,adj. 保守的，反动的；反动主义的；反对改革的,-ag- = -act- = -ig-
overreact,/əʊvərɪ'ækt/,vi. 反应过度；反作用过强,-ag- = -act- = -ig-
overreaction,"/,ovɚrɪ'ækʃən/",n. 过度反应,-ag- = -act- = -ig-
nonreactive,/'nɑnri'æktɪv/,adj. [化学] 不反应的；无电抗的,-ag- = -act- = -ig-
reactant,/rɪ'ækt(ə)nt/,n. [化学] 反应物；反应剂,-ag- = -act- = -ig-
reactance,/rɪ'ækt(ə)ns/,n. [电] 电抗；感应抵抗,-ag- = -act- = -ig-
bioreactor,"/'baɪori,æktɚ/",n. [细胞] 生物反应器,-ag- = -act- = -ig-
quick-reaction,/kwɪk-rɪ'ækʃ(ə)n/,n. [电] 快速反应,-ag- = -act- = -ig-
exact,/ɪg'zækt/,adj. 正确的，准确的,-ag- = -act- = -ig-
exactly,/ɪg'zæk(t)lɪ/,adv. 准确地，确切的,-ag- = -act- = -ig-
exaction,/ɪg'zækʃ(ə)n/,n. 强求；勒索；榨取；苛捐杂税,-ag- = -act- = -ig-
exactness,/ɪg'zæktnɪs/,n. 正确；精确,-ag- = -act- = -ig-
exacting,/ɪg'zæktɪŋ/,adj. 苛刻的，严格的,-ag- = -act- = -ig-
exactitude,/ɪɡ'zæktɪtjuːd/,n. 正确，精确；严格，规规矩矩,-ag- = -act- = -ig-
inexact,"/,ɪnɪg'zækt/",adj. 不精确的；不严格的；不正确的,-ag- = -act- = -ig-
enact,/ɪ'nækt/,vt. 颁布；制定法律；扮演；发生,-ag- = -act- = -ig-
enactment,/ɪ'næktm(ə)nt/,n. 制定，颁布；通过；法令,-ag- = -act- = -ig-
re-enact,/'ri:i'nækt/,vt. 重新制定；再扮演,-ag- = -act- = -ig-
re-enactor,/'ri:i'næktə/,n. 重新制定者,-ag- = -act- = -ig-
re-enactment,/ˈriːɪˌnæktmənt/,n.  ( 人们对一个场景或一场戏的)再扮演,-ag- = -act- = -ig-
interact,/ɪntər'ækt/,vt. 互相影响；互相作用 vi. 互相影响；互相作用 n. 幕间剧；幕间休息,-ag- = -act- = -ig-
interacting,/ˌɪntərˈæktɪŋ/,n. 相互作用；相互制约,-ag- = -act- = -ig-
interactive,/ɪntər'æktɪv/,adj. 交互式的；相互作用的,-ag- = -act- = -ig-
interactively,/ɪntər'æktɪvli/,adv. 交互式地；互勤地,-ag- = -act- = -ig-
interaction,/ɪntər'ækʃ(ə)n/,n. 相互作用，相互影响,-ag- = -act- = -ig-
interactional,"/,intər'ækʃənl/",adj. 相互作用的,-ag- = -act- = -ig-
interactionism,/ɪntər'ækʃ(ə)nɪz(ə)m/,n. 交互作用论；身心交互影响说,-ag- = -act- = -ig-
radioactive,"/,reɪdɪəʊ'æktɪv/",adj. [核] 放射性的；有辐射的,-ag- = -act- = -ig-
radioactivity,"/,reɪdɪəʊæk'tɪvɪtɪ/",n. 放射性；[核] 放射能力；[核] 放射现象,-ag- = -act- = -ig-
radioactively,"/,reɪdɪəʊ'æktɪvli/",adv. 放射性地,-ag- = -act- = -ig-
agent,/'eɪdʒ(ə)nt/,n. 代理人， 代理商； 药剂； 特工 vt. 由…作中介； 由…代理 adj. 代理的,-ag- = -act- = -ig-
agency,/'eidʒənsi/,n. 代理，代理处，机构，作用,-ag- = -act- = -ig-
agential,/ei'dʒenʃəl/,adj. 代理人的；代理商的,-ag- = -act- = -ig-
subagent,/sʌb'eidʒənt/,n. 副代理人,-ag- = -act- = -ig-
coagent,/kəu'eidʒənt/,n. 共事者，合作者；帮手；伙伴,-ag- = -act- = -ig-
coagency,/kəu'eidʒənsi/,n. 共事，协作，合作；联合社；联合机构,-ag- = -act- = -ig-
agenda,/ə'dʒendə/,n. 议程；日常工作事项；日程表,-ag- = -act- = -ig-
agentry,/'eidʒəntri/,n. 代理人业务；代理人职责,-ag- = -act- = -ig-
agent-based,/'eɪdʒ(ə)nt-beɪst/,adj. 基于主体的,-ag- = -act- = -ig-
agile,/'ædʒail/,adj. 敏捷的；机敏的；活泼的,-ag- = -act- = -ig-
agility,/ə'dʒiləti/,n. 敏捷；灵活；机敏,-ag- = -act- = -ig-
agitate,/'ædʒiteit/,vt. 摇动；骚动；使…激动 vi. 煽动,-ag- = -act- = -ig-
agitation,"/,ædʒi'teiʃən/",n. 激动；搅动；煽动；烦乱,-ag- = -act- = -ig-
agitator,/'ædʒiteitə/,n. 搅拌器；鼓动者；煽动者,-ag- = -act- = -ig-
agitatress,/'ædʒiteitris/,n. 女鼓动家,-ag- = -act- = -ig-
agitated,/'ædʒiteitid/,adj. 激动的；焦虑的；表现不安的,-ag- = -act- = -ig-
agitating,/'ædʒiteiting/,adj. 搅拌的，搅动的；不安的；鼓动的,-ag- = -act- = -ig-
counteragent,"/,kauntə'reidʒənt/",n. 反作用剂；中和力；反对的东西,-ag- = -act- = -ig-
transact,/træn'zækt/,vi. 交易；谈判 vt. 办理；处理,-ag- = -act- = -ig-
transaction,/træn'zækʃ(ə)n/,n. 交易；事务；办理；会报，学报,-ag- = -act- = -ig-
transactional,/træn'zækʃnəl/,adj. 交易型的；事务性的；事务处理的,-ag- = -act- = -ig-
exigent,/'eksɪdʒ(ə)nt/,adj. 迫切的；紧急的；苛求的,-ag- = -act- = -ig-
exigency,/'eksɪdʒ(ə)nsɪ/,n. 紧急；紧急事件,-ag- = -act- = -ig-
exigence,/'eksɪdʒ(ə)ns/,n. 紧急；紧急事件,-ag- = -act- = -ig-
intransigent,/ɪn'trænsɪdʒ(ə)nt/,adj. 不妥协的；不让步的 n. 不妥协的人,-ag- = -act- = -ig-
intransigence,/in'trænsidʒəns/,n. 不妥协；不让步；不调和,-ag- = -act- = -ig-
litigate,/'lɪtɪgeɪt/,vt. 在法庭相争；提出诉讼 vi. 对簿法庭,-ag- = -act- = -ig-
litigator,/'litigeitə/,n. 诉讼律师；诉讼人,-ag- = -act- = -ig-
litigation,/lɪtɪ'geɪʃ(ə)n/,n. 诉讼；起诉,-ag- = -act- = -ig-
litigant,/'lɪtɪg(ə)nt/,n. 诉讼当事人 adj. 诉讼的,-ag- = -act- = -ig-
litigious,/lɪ'tɪdʒəs/,adj. 好诉讼的；好争论的,-ag- = -act- = -ig-
navigate,/'nævɪgeɪt/,vt. 驾驶，操纵；使通过；航行于 vi. 航行，航空,-ag- = -act- = -ig-
navigator,/'nævɪgeɪtə/,n. 航海家；领航员；驾驶员,-ag- = -act- = -ig-
navigation,/nævɪ'geɪʃ(ə)n/,n. 航行；航海,-ag- = -act- = -ig-
navigational,"/,nævɪ'geɪʃnəl/",adj. 航行的，航运的,-ag- = -act- = -ig-
navigable,/'nævɪgəb(ə)l/,adj. 可航行的；可驾驶的；适于航行的,-ag- = -act- = -ig-
order,/'ɔːdə/,n. 命令；顺序；规则；[贸易] 定单 vt. 命令；整理；定购,-order- = -ord- = -ordin- = -ordain-
orderly,/'ɔːd(ə)lɪ/,adj. 有秩序的；整齐的；值班的 n. 勤务兵；传令兵；护理员,-order- = -ord- = -ordin- = -ordain-
ordering,/'ɔːdərɪŋ/,n. 订购；[计] 排序；[计] 定序,-order- = -ord- = -ordin- = -ordain-
ordered,/'ɔːdəd/,adj. [数] 有序的；整齐的；安排好的,-order- = -ord- = -ordin- = -ordain-
unordered,/ʌn'ɔːdəd/,adj. 无序的,-order- = -ord- = -ordin- = -ordain-
orderliness,/'ɔrdɚlɪnɪs/,n. 整洁，整齐；秩序井然,-order- = -ord- = -ordin- = -ordain-
disorder,/dɪs'ɔːdə/,n. 混乱，失调；紊乱,-order- = -ord- = -ordin- = -ordain-
disordered,/dɪs'ɔːdəd/,adj. 混乱的；害了病的；发狂的；失调的,-order- = -ord- = -ordin- = -ordain-
disorderly,/dɪs'ɔːdəlɪ/,adj. 混乱的，无秩序的；骚乱的；无法无天的 adv. 杂乱地，无秩序地,-order- = -ord- = -ordin- = -ordain-
reorder,/riː'ɔːdə/,vt. 再订购；重新整理 vi. 再订购 n. 再订购,-order- = -ord- = -ordin- = -ordain-
reordering,/ri'ɔrdrɪŋ/,n. 重排序,-order- = -ord- = -ordin- = -ordain-
zero-order,/'zɪərəʊ'ɔrdɚ/,n. [数] 零阶,-order- = -ord- = -ordin- = -ordain-
first-order,/fɜ:st'ɔrdɚ/,n. 一级，一阶,-order- = -ord- = -ordin- = -ordain-
second-order,"/,sɛkənd'ɔrdɚ/",n. 二阶,-order- = -ord- = -ordin- = -ordain-
third-order,/θɜːd'ɔrdɚ/,n. 三等；第三级的（三阶的） ；第三修道会,-order- = -ord- = -ordin- = -ordain-
mail-order,"/,meil'ɔ:də/",vi. 邮购；函购 adj. 邮购的,-order- = -ord- = -ordin- = -ordain-
short-order,/'ʃɔ:t'ɔ:də/,adj. 快餐的,-order- = -ord- = -ordin- = -ordain-
low-order,/'ləu'ɔ:də/,n. 低位,-order- = -ord- = -ordin- = -ordain-
law-and-order,/'lɔ:ənd'ɔ:də/,adj. 宣扬法治的；严肃法纪的,-order- = -ord- = -ordin- = -ordain-
high-order,/haɪ'ɔ:də/,n. 高位 adj. 高位高级的，高价的,-order- = -ord- = -ordin- = -ordain-
rank-order,/ræŋk'ɔ:də/,n. 等级次序,-order- = -ord- = -ordin- = -ordain-
made-to-order,/'meidtə'ɔ:də/,adj. 定做的；完全合适的,-order- = -ord- = -ordin- = -ordain-
out-of-order,/'autəv'ɔ:də/,adj. 无序的；原次序被打乱了的；发生故障,-order- = -ord- = -ordin- = -ordain-
court-order,/kɔːt'ɔ:də/,n. 法院命令；法院指令,-order- = -ord- = -ordin- = -ordain-
well-ordered,/'wel'ɔ:dəd/,adj. 秩序井然的，良序的,-order- = -ord- = -ordin- = -ordain-
ordinary,/'ɔːdɪn(ə)rɪ/,adj. 普通的；平凡的；平常的 n. 普通；平常的人（或事）,-order- = -ord- = -ordin- = -ordain-
ordinarily,"/'ɔːd(ə),n(ə)rɪlɪ/",adv. 通常地；一般地,-order- = -ord- = -ordin- = -ordain-
ordinariness,/'ɔːdɪn(ə)rɪnɪs/,n. 平凡；平常,-order- = -ord- = -ordin- = -ordain-
ordinary-looking,/'ɔːdɪn(ə)rɪ-'lʊkɪŋ/,adj. 相貌平常的,-order- = -ord- = -ordin- = -ordain-
out-of-the-ordinary,/aʊt-ɒv-ðə-'ɔːdɪn(ə)rɪ/,adj. 不平常的,-order- = -ord- = -ordin- = -ordain-
extraordinary,/ɪkˈstrɔ:dnrɪ/,adj. 非凡的；特别的；离奇的；临时的；特派的,-order- = -ord- = -ordin- = -ordain-
extraordinarily,/ɪk'strɔːd(ə)n(ə)rəlɪ/,adv. 非常；格外地；非凡地,-order- = -ord- = -ordin- = -ordain-
coordinate,/kəʊ'ɔ:dɪneɪt/,n. 坐标； 同等的人或物 adj. 并列的 vt. 调整 vi. 协调,-order- = -ord- = -ordin- = -ordain-
coordinator,/kəʊ'ɔ:dɪneɪtə/,n. 协调者；[自] 协调器；同等的人或物,-order- = -ord- = -ordin- = -ordain-
coordination,/kəʊˌɔː.dɪˈneɪʃən/,n. 协调，调和；对等，同等,-order- = -ord- = -ordin- = -ordain-
coordinated,/kəʊ'ɔ:dɪneɪtɪd/,adj. 协调的,-order- = -ord- = -ordin- = -ordain-
coordinating,/kəʊ'ɔːdneɪtɪŋ/,adj. 协调的,-order- = -ord- = -ordin- = -ordain-
uncoordinated,/ʌnkəʊ'ɔːdɪneɪtɪd/,adj. 不协调的；不对等的；不同位的,-order- = -ord- = -ordin- = -ordain-
color-coordinated,/'kʌlə(r)-kəʊ'ɔ:dɪneɪtɪd/,n. 色彩搭配,-order- = -ord- = -ordin- = -ordain-
well-coordinated,/wel-kəʊ'ɔ:dɪneɪtɪd/,adj. 协调配合的,-order- = -ord- = -ordin- = -ordain-
ordinator,/'ɔ:dneɪtə/,n. 协调者,-order- = -ord- = -ordin- = -ordain-
ordination,/ɔːdɪ'neɪʃ(ə)n/,n. 分类；任命；神职授任；排成等级,-order- = -ord- = -ordin- = -ordain-
inordinate,/ɪ'nɔːdɪnət/,adj. 过度的；无节制的；紊乱的,-order- = -ord- = -ordin- = -ordain-
inordinately,/ɪn'ɔrdnɪtli/,adv. 非常地；无度地,-order- = -ord- = -ordin- = -ordain-
superordinate,"/,s(j)uːpər'ɔːdɪnət/",adj. 上级的，地位高的；高级的,-order- = -ord- = -ordin- = -ordain-
ordinance,/'ɔːdɪnəns/,n. 条例；法令；圣餐礼,-order- = -ord- = -ordin- = -ordain-
subordinate,/sə'bɔːdɪnət/,n. 下属，下级；部属，属下 adj. 从属的；次要的,-order- = -ord- = -ordin- = -ordain-
subordination,"/sə,bɔːdɪ'neɪʃn/",n. 从属；附属；主从关系,-order- = -ord- = -ordin- = -ordain-
subordinated,"/sə'bɔrdn,et/",adj. 次级债券的,-order- = -ord- = -ordin- = -ordain-
insubordinate,"/,ɪnsə'bɔːdɪnət/",adj. 不听话的；不顺从的,-order- = -ord- = -ordin- = -ordain-
insubordination,/'ɪnsə'bɔrdə'neʃən/,n. 反抗，不服从,-order- = -ord- = -ordin- = -ordain-
ordinal,/'ɔːdɪn(ə)l/,adj. 顺序的，依次的 n. [数] 序数,-order- = -ord- = -ordin- = -ordain-
ordain,/ɔː'deɪn/,vt. 任命某人为牧师； 授某人以圣职； （上帝、 法律等） 命令； 注定 vi. 颁布命令,-order- = -ord- = -ordin- = -ordain-
preordain,"/,priːɔː'deɪn/",vt. 注定；预先决定,-order- = -ord- = -ordin- = -ordain-
preordained,"/,priɔr'dend/",adj. 注定的；天命的,-order- = -ord- = -ordin- = -ordain-
ordnance,/'ɔːdnəns/,n. 军火；大炮；军械署,-order- = -ord- = -ordin- = -ordain-
solve,/sɒlv/,vt. 解决；解答；溶解 vi. 作解答,-solv- = -solu- = -solut-
solver,/'sɒlvə/,n. 解决者；[计] 解算机；[数] 求解程序,-solv- = -solu- = -solut-
solvable,/'sɒlvəbl/,adj. 可以解决的；可以解的；可溶的,-solv- = -solu- = -solut-
solvent,/'sɒlv(ə)nt/,adj. 有偿付能力的；有溶解力的 n. 溶剂；解决方法,-solv- = -solu- = -solut-
solvency,/'sɒlvənsɪ/,n. 偿付能力；溶解力,-solv- = -solu- = -solut-
solved,/sɒlvd/,adj. 解决了的,-solv- = -solu- = -solut-
unsolved,/ʌn'sɒlvd/,adj. 未解决的；未解答的,-solv- = -solu- = -solut-
absolve,/əb'zɒlv/,vt. 免除；赦免；宣告…无罪,-solv- = -solu- = -solut-
insolvent,/ɪn'sɒlv(ə)nt/,n. 破产者；无力偿还者 adj. 破产的；无力偿还的,-solv- = -solu- = -solut-
insolvency,/ɪn'sɒlv(ə)nsɪ/,n. 破产，无力偿还；倒闭,-solv- = -solu- = -solut-
unsolvable,"/,ʌn'sɔlvəbl/",adj. 不能解决的；不能溶解的,-solv- = -solu- = -solut-
problem-solver,/'prɒbləm-'sɒlvə/,n. 问题解决者；[计] 问题求解程序,-solv- = -solu- = -solut-
problem-solving,/'prɒbləm-'sɒlvɪŋ/,adj. 问题解决的 n. 解决问题；找出问题的答案,-solv- = -solu- = -solut-
solvent-based,/'sɒlv(ə)nt-beɪst/,adj. 溶剂型的,-solv- = -solu- = -solut-
dissolve,/dɪ'zɒlv/,vt. 使溶解；使分解；使液化 vi. 溶解；解散；消失 n. 叠化画面,-solv- = -solu- = -solut-
dissolved,/dɪ'zɑlv/,adj. 溶解的；溶化的,-solv- = -solu- = -solut-
dissolving,/dɪ'zɑlvɪŋ/,adj. 消溶的；毁灭性的,-solv- = -solu- = -solut-
resolve,/rɪ'zɒlv/,vt. 决定；溶解；使…分解；决心要做 vi. 解决；决心；分解,-solv- = -solu- = -solut-
resolved,/rɪ'zɒlvd/,adj. 下定决心的；已解决的；断然的,-solv- = -solu- = -solut-
resolvable,/rɪ'zɒlvəbl/,adj. 可分解的；可解决的；可溶解的,-solv- = -solu- = -solut-
irresolvable,/ɪrɪ'zɒlvəb(ə)l/,adj. 不能解决的；不能分解的,-solv- = -solu- = -solut-
unresolved,/ʌnrɪ'zɒlvd/,adj. 未解决的；无决断力的；不果断的,-solv- = -solu- = -solut-
unresolvable,/ʌnrɪ'zɒlvəb(ə)l/,无法解决的,-solv- = -solu- = -solut-
solute,/'sɒljuːt; sɒ'ljuːt/,n. [化学] 溶质；[化学] 溶解物 adj. 溶解的,-solv- = -solu- = -solut-
solution,/sə'luːʃ(ə)n/,n. 解答；答案,-solv- = -solu- = -solut-
dissolute,/'dɪsəluːt/,adj. 放荡的；风流的,-solv- = -solu- = -solut-
dissolution,/dɪsə'luːʃ(ə)n/,n. 分解，溶解； （议会等的）解散； （契约等的）解除；死亡,-solv- = -solu- = -solut-
absolute,/'æbsəluːt/,adj. 绝对的；完全的；专制的 n. 绝对；绝对事物,-solv- = -solu- = -solut-
absolutely,/'æbsəluːtlɪ/,adv. 绝对地；完全地,-solv- = -solu- = -solut-
absolutist,/'æbsəlʊtɪst/,n. 绝对论者；专制主义者,-solv- = -solu- = -solut-
absolution,/æbsə'luːʃ(ə)n/,n. 赦免；免罪,-solv- = -solu- = -solut-
absolutism,/'æbsəluːtɪz(ə)m/,n. 专制主义；绝对论,-solv- = -solu- = -solut-
absoluteness,"/'æbsə,lʊtnɪs/",n. 绝对，完全；无限制,-solv- = -solu- = -solut-
resolute,/'rezəluːt/,adj. 坚决的；果断的,-solv- = -solu- = -solut-
resolution,/rezə'luːʃ(ə)n/,n. 决议案，决议,-solv- = -solu- = -solut-
resolutely,/'rezəlu:tlɪ/,adv. 坚决地；毅然地,-solv- = -solu- = -solut-
irresolute,/ɪ'rezəluːt/,adj. 优柔寡断的；踌躇不定的；无决断的,-solv- = -solu- = -solut-
